type	name	latitude_deg	longitude_deg	icao_code
small_airport	Boone Municipal Airport	42.049599	-93.847603	KBNW
medium_airport	Boise Air Terminal/Gowen Field	43.5644	-116.223	KBOI
small_airport	Brookings Airport	42.0746	-124.290001	KBOK
large_airport	Logan International Airport	42.36197	-71.0079	KBOS
small_airport	Bartow Executive Airport	27.943399	-81.783401	KBOW
small_airport	Big Spring Mc Mahon-Wrinkle Airport	32.212601	-101.522003	KBPG
medium_airport	Miley Memorial Field	42.58509827	-110.1110001	KBPI
medium_airport	Ozark Regional Airport	36.3689003	-92.47049713	KBPK
medium_airport	Jack Brooks Regional Airport	29.9508	-94.020699	KBPT
medium_airport	Brunswick Golden Isles Airport	31.258801	-81.466499	KBQK
medium_airport	Brainerd Lakes Regional Airport	46.402861	-94.129727	KBRD
medium_airport	Southeast Iowa Regional Airport	40.78319931	-91.12550354	KBRL
medium_airport	Brownsville South Padre Island International Airport	25.90679932	-97.42590332	KBRO
small_airport	Samuels Field	37.81430054	-85.49960327	KBRY
small_airport	Skypark Airport	40.86940002	-111.927002	KBTF
medium_airport	Battle Creek Executive Airport at Kellogg Field	42.307301	-85.251503	KBTL
medium_airport	Bert Mooney Airport	45.95479965	-112.4970016	KBTM
small_airport	Britton Municipal Airport	45.81520081	-97.74310303	KBTN
small_airport	Pittsburgh/Butler Regional Airport	40.776901	-79.949699	KBTP
medium_airport	Baton Rouge Metropolitan Airport	30.533199	-91.149597	KBTR
medium_airport	Burlington International Airport	44.471901	-73.153297	KBTV
small_airport	Beatty Airport	36.86109924	-116.7870026	KBTY
small_airport	Cram Field	41.77669907	-99.14969635	KBUB
large_airport	Buffalo Niagara International Airport	42.940498	-78.732201	KBUF
small_airport	Butler Memorial Airport	38.28979874	-94.34010315	KBUM
medium_airport	Hollywood Burbank Airport	34.197703	-118.356378	KBUR
medium_airport	Beaver County Airport	40.772499	-80.391403	KBVI
small_airport	Bartlesville Municipal Airport	36.762501	-96.0112	KBVO
small_airport	Skagit Regional Airport	48.470901	-122.420998	KBVS
small_airport	Batesville Regional Airport	35.7262	-91.647301	KBVX
medium_airport	Beverly Regional Airport	42.584202	-70.916496	KBVY
small_airport	Brawley Municipal Airport	32.99290085	-115.5169983	KBWC
small_airport	Brownwood Regional Airport	31.79360008	-98.95649719	KBWD
medium_airport	Bowling Green Warren County Regional Airport	36.96450043	-86.41970062	KBWG
large_airport	Baltimore/Washington International Thurgood Marshall Airport	39.1754	-76.668297	KBWI
small_airport	Harry Stern Airport	46.24409866	-96.60739899	KBWP
small_airport	George R Carr Memorial Air Field	30.81369972	-89.86499786	KBXA
small_airport	Buckeye Municipal Airport	33.422397	-112.686317	KBXK
medium_airport	Brunswick Executive Airport	43.89220047	-69.93859863	KBXM
small_airport	Johnson County Airport	44.3811	-106.722	KBYG
medium_airport	Arkansas International Airport	35.96429825	-89.94400024	KBYH
medium_airport	Burley Municipal Airport	42.54259872	-113.7720032	KBYI
medium_airport	Bicycle Lake Army Air Field	35.2804985	-116.6299973	KBYS
small_airport	Bay City Regional Airport	28.973301	-95.863503	KBYY
medium_airport	Bozeman Yellowstone International Airport	45.7775	-111.153	KBZN
small_airport	Wexford County Airport	44.275749	-85.421534	KCAD
medium_airport	Columbia Metropolitan Airport	33.938801	-81.119499	KCAE
small_airport	Craig Moffat Airport	40.49520111	-107.5220032	KCAG
medium_airport	Akron Canton Regional Airport	40.91609955	-81.44219971	KCAK
small_airport	Clayton Municipal Airpark	36.44620132	-103.1669998	KCAO
medium_airport	Caribou Municipal Airport	46.871498	-68.017899	KCAR
small_airport	Greater Cumberland Regional Airport	39.615398	-78.760902	KCBE
small_airport	Council Bluffs Municipal Airport	41.25920105	-95.76059723	KCBF
small_airport	Shalz Field	39.42750168	-101.0469971	KCBK
medium_airport	Columbus Air Force Base	33.643799	-88.443802	KCBM
small_airport	Upland-Cable Airport	34.111599	-117.688004	KCCB
medium_airport	Buchanan Field	37.9897	-122.056999	KCCR
medium_airport	Northeast Iowa Regional Airport	43.07260132	-92.6108017	KCCY
small_airport	Caledonia County Airport	44.56909943	-72.01799774	KCDA
medium_airport	Cedar City Regional Airport	37.70100021	-113.098999	KCDC
small_airport	Harrell Field	33.62279892	-92.76339722	KCDH
small_airport	George T Lewis Airport	29.134095	-83.050783	KCDK
small_airport	Woodward Field	34.28359985	-80.56490326	KCDN
medium_airport	Chadron Municipal Airport	42.837601	-103.095001	KCDR
medium_airport	Childress Municipal Airport	34.43379974	-100.288002	KCDS
small_airport	Essex County Airport	40.87519836	-74.28140259	KCDW
small_airport	Cessna Aircraft Field	37.64860153	-97.25060272	KCEA
medium_airport	Jack Mc Namara Field Airport	41.778929	-124.236403	KCEC
small_airport	Oconee County Regional Airport	34.6719017	-82.8864975	KCEU
small_airport	Mettel Field	39.69850159	-85.12969971	KCEV
medium_airport	Bob Sikes Airport	30.77879906	-86.52210236	KCEW
small_airport	Murray-Calloway County Airport Kyle-Oakley Field	36.6646	-88.372803	KCEY
medium_airport	Cortez Municipal Airport	37.303001	-108.627998	KCEZ
small_airport	Coulter Field	30.71570015	-96.33139801	KCFD
small_airport	Tuscola Area Airport	43.458801	-83.445503	KCFS
small_airport	Greenlee County Airport	32.957039	-109.211397	KCFT
small_airport	Coffeyville Municipal Airport	37.09400177	-95.57189941	KCFV
small_airport	Cambridge Dorchester Airport	38.53929901	-76.03040314	KCGE
medium_airport	Cuyahoga County Airport	41.56510162	-81.48639679	KCGF
medium_airport	Cape Girardeau Regional Airport	37.2253	-89.570801	KCGI
small_airport	College Park Airport	38.98059845	-76.92230225	KCGS
small_airport	Casa Grande Municipal Airport	32.954899	-111.766998	KCGZ
medium_airport	Chattanooga Metropolitan Airport (Lovell Field)	35.035301	-85.203796	KCHA
small_airport	Chickasha Municipal Airport	35.09740067	-97.96769714	KCHK
medium_airport	Charlottesville Albemarle Airport	38.1385994	-78.45290375	KCHO
medium_airport	Charleston International Airport	32.898602	-80.040497	KCHS
small_airport	Chico Regional Airport	39.795595	-121.857716	KCIC
medium_airport	The Eastern Iowa Airport	41.884701	-91.7108	KCID
small_airport	Arthur N Neu Airport	42.0461998	-94.78900146	KCIN
small_airport	Cairo Regional Airport	37.064499	-89.219597	KCIR
medium_airport	Chippewa County International Airport	46.247707	-84.471379	KCIU
small_airport	Kegelman AF Aux Field	36.734348	-98.123531	KCKA
medium_airport	North Central West Virginia Airport	39.2966	-80.228104	KCKB
small_airport	Grand Marais Cook County Airport	47.8382988	-90.38289642	KCKC
small_airport	Fletcher Field	34.29970169	-90.51229858	KCKM
small_airport	Crookston Municipal Kirkwood Field	47.84170151	-96.62159729	KCKN
small_airport	Clarksville–Montgomery County Regional Airport	36.62189865	-87.41500092	KCKV
large_airport	Cleveland Hopkins International Airport	41.411701	-81.8498	KCLE
small_airport	Clintonville Municipal Airport	44.61380005	-88.73130035	KCLI
small_airport	Clinton Regional Airport	35.5383	-98.932701	KCLK
medium_airport	Easterwood Field	30.5886	-96.3638	KCLL
medium_airport	William R Fairchild International Airport	48.120201	-123.5	KCLM
small_airport	Cliff Hatfield Memorial Airport	33.13150024	-115.5210037	KCLR
small_airport	Chehalis Centralia Airport	46.676998	-122.983002	KCLS
large_airport	Charlotte Douglas International Airport	35.2140007	-80.94309998	KCLT
small_airport	Clearwater Air Park	27.97669983	-82.75869751	KCLW
large_airport	John Glenn Columbus International Airport	39.998001	-82.891899	KCMH
medium_airport	University of Illinois Willard Airport	40.039819	-88.276249	KCMI
medium_airport	Houghton County Memorial Airport	47.16839981	-88.4890976	KCMX
small_airport	Sparta Fort McCoy Airport	43.958009	-90.737886	KCMY
small_airport	Claremont Municipal Airport	43.37039948	-72.36869812	KCNH
small_airport	Blosser Municipal Airport	39.54930115	-97.65229797	KCNK
medium_airport	Cavern City Air Terminal	32.33750153	-104.2630005	KCNM
small_airport	Chino Airport	33.97470093	-117.637001	KCNO
medium_airport	Chanute Martin Johnson Airport	37.668173	-95.486727	KCNU
small_airport	TSTC Waco Airport	31.641129	-97.073335	KCNW
medium_airport	Canyonlands Regional Airport	38.755001	-109.754997	KCNY
medium_airport	Yellowstone Regional Airport	44.520199	-109.024002	KCOD
medium_airport	Coeur D'Alene Airport - Pappy Boyington Field	47.7743	-116.82	KCOE
medium_airport	Patrick Space Force Base	28.2349	-80.6101	KCOF
small_airport	Merritt Island Airport	28.34160042	-80.6855011	KCOI
small_airport	Coleman Municipal Airport	31.84110069	-99.4036026	KCOM
medium_airport	Concord Municipal Airport	43.20270157	-71.50229645	KCON
medium_airport	City of Colorado Springs Municipal Airport	38.805801	-104.700996	KCOS
small_airport	Cotulla-La Salle County Airport	28.45669937	-99.22029877	KCOT
medium_airport	Columbia Regional Airport	38.8181	-92.219597	KCOU
small_airport	Compton Woodley Airport	33.88999939	-118.2440033	KCPM
medium_airport	Casper-Natrona County International Airport	42.908001	-106.463997	KCPR
small_airport	St Louis Downtown Airport	38.5707016	-90.15619659	KCPS
small_airport	Cheraw Municipal Airport/Lynch Bellinger Field	34.712898	-79.957001	KCQW
medium_airport	Grand Strand Airport	33.81169891	-78.72389984	KCRE
medium_airport	Jacksonville Executive at Craig Airport	30.3362999	-81.51439667	KCRG
medium_airport	Corpus Christi International Airport	27.770399	-97.501198	KCRP
medium_airport	McClellan-Palomar Airport	33.1283	-117.279999	KCRQ
small_airport	C David Campbell Field Corsicana Municipal Airport	32.02809906	-96.40059662	KCRS
small_airport	Z M Jack Stell Field	33.17829895	-91.88020325	KCRT
medium_airport	Yeager Airport	38.3731	-81.593201	KCRW
small_airport	Roscoe Turner Airport	34.91500092	-88.60350037	KCRX
medium_airport	Columbus Metropolitan Airport	32.5163002	-84.93890381	KCSG
small_airport	Clinton Sherman Airport	35.33980179	-99.20050049	KCSM
small_airport	Creston Municipal Airport	41.02140045	-94.36329651	KCSQ
medium_airport	Crossville Memorial Airport Whitson Field	35.95131	-85.08499	KCSV
medium_airport	Cut Bank International Airport	48.608657	-112.378183	KCTB
small_airport	Cross City Airport	29.63549995	-83.10479736	KCTY
small_airport	Sampson County Airport	34.9756012	-78.36460114	KCTZ
medium_airport	Jim Hamilton L.B. Owens Airport	33.97050095	-80.99520111	KCUB
small_airport	Cushing Municipal Airport	35.950496	-96.772371	KCUH
large_airport	Cincinnati Northern Kentucky International Airport	39.048801	-84.667801	KCVG
small_airport	Hollister Municipal Airport	36.8932991	-121.4100037	KCVH
small_airport	Sharp County Regional Airport	36.26490021	-91.56259918	KCVK
medium_airport	Clovis Municipal Airport	34.426594	-103.078794	KCVN
medium_airport	Corvallis Municipal Airport	44.49720001	-123.2900009	KCVO
medium_airport	Cannon Air Force Base	34.382801	-103.321999	KCVS
medium_airport	Central Wisconsin Airport	44.777448	-89.670238	KCWA
small_airport	Kickapoo Downtown Airport	33.85779953	-98.49040222	KCWC
small_airport	Chennault International Airport	30.2106	-93.143204	KCWF
small_airport	Clinton Municipal Airport	41.83110046	-90.32910156	KCWI
small_airport	Calexico International Airport	32.66949844	-115.5130005	KCXL
medium_airport	Conroe-North Houston Regional Airport	30.351801	-95.414497	KCXO
small_airport	Carson Airport	39.1922	-119.734001	KCXP
small_airport	Capital City Airport	40.21709824	-76.85150146	KCXY
medium_airport	Cheyenne Regional Jerry Olson Field	41.155701	-104.811997	KCYS
small_airport	Cascade Locks State Airport	45.676599	-121.878879	KCZK
small_airport	Dimmit County Airport	28.52219963	-99.82360077	KCZT
medium_airport	Davison Army Air Field	38.71500015	-77.18099976	KDAA
medium_airport	Daytona Beach International Airport	29.179899	-81.058098	KDAB
medium_airport	Barstow Daggett Airport	34.85369873	-116.7870026	KDAG
medium_airport	Dallas Love Field	32.847099	-96.851799	KDAL
medium_airport	Danville Regional Airport	36.572899	-79.336098	KDAN
medium_airport	James M Cox Dayton International Airport	39.902401	-84.219398	KDAY
small_airport	W H 'Bud' Barron Airport	32.5644	-82.985298	KDBN
medium_airport	Dubuque Regional Airport	42.402	-90.709503	KDBQ
large_airport	Ronald Reagan Washington National Airport	38.8521	-77.037697	KDCA
small_airport	Pryor Field Regional Airport	34.65269852	-86.94539642	KDCU
medium_airport	Dodge City Regional Airport	37.76340103	-99.96559906	KDDC
medium_airport	Decatur Airport	39.83459854	-88.86569977	KDEC
small_airport	Decorah Municipal Airport	43.275501	-91.739403	KDEH
large_airport	Denver International Airport	39.86169815	-104.6729965	KDEN
small_airport	Defiance Memorial Airport	41.33750153	-84.42880249	KDFI
large_airport	Dallas Fort Worth International Airport	32.896801	-97.038002	KDFW
small_airport	Douglas Municipal Airport	31.34259987	-109.5059967	KDGL
small_airport	Converse County Airport	42.79719925	-105.3860016	KDGW
medium_airport	Dothan Regional Airport	31.32130051	-85.44960022	KDHN
medium_airport	Dalhart Municipal Airport	36.02259827	-102.5469971	KDHT
medium_airport	Dickinson Theodore Roosevelt Regional Airport	46.797533	-102.801905	KDIK
small_airport	Chautauqua County-Dunkirk Airport	42.49247	-79.273102	KDKK
small_airport	Dillon County Airport	34.44910049	-79.36859894	KDLC
medium_airport	Laughlin Air Force Base	29.359501	-100.778002	KDLF
medium_airport	Duluth International Airport	46.842098	-92.193604	KDLH
small_airport	Dillon Airport	45.25540161	-112.5530014	KDLN
medium_airport	Columbia Gorge Regional Airport	45.620979	-121.170777	KDLS
medium_airport	Davis Monthan Air Force Base	32.16650009	-110.8830032	KDMA
medium_airport	Deming Municipal Airport	32.26229858	-107.7210007	KDMN
small_airport	Sedalia Memorial Airport	38.70740128	-93.17590332	KDMO
medium_airport	Daniel Field	33.46649933	-82.03939819	KDNL
small_airport	Dalton Municipal Airport	34.72290039	-84.87020111	KDNN
small_airport	Denison Municipal Airport	41.9864006	-95.38069916	KDNS
small_airport	Vermilion Regional Airport	40.199124	-87.59663	KDNV
medium_airport	Dover Air Force Base	39.129501	-75.466003	KDOV
medium_airport	Dupage Airport	41.90779877	-88.24859619	KDPA
small_airport	Michael AAF (Dugway Proving Ground) Airport	40.197396	-112.935094	KDPG
medium_airport	Desert Rock Airport	36.6194	-116.032997	KDRA
medium_airport	Beauregard Regional Airport	30.831699	-93.339897	KDRI
small_airport	Drummond Island Airport	46.00930023	-83.74389648	KDRM
medium_airport	Durango La Plata County Airport	37.151501	-107.753998	KDRO
medium_airport	Del Rio International Airport	29.37420082	-100.927002	KDRT
medium_airport	Des Moines International Airport	41.534	-93.663101	KDSM
small_airport	Dansville Municipal Airport	42.570545	-77.713273	KDSV
small_airport	Delta Municipal Airport	39.38059998	-112.5080032	KDTA
small_airport	Detroit Lakes Airport	46.824301	-95.883322	KDTL
small_airport	Shreveport Downtown Airport	32.54019928	-93.74500275	KDTN
medium_airport	Destin Executive Airport	30.400101	-86.471497	KDTS
large_airport	Detroit Metropolitan Wayne County Airport	42.21377	-83.353786	KDTW
medium_airport	Durant Regional Airport - Eaker Field	33.939675	-96.395072	KDUA
small_airport	Halliburton Field	34.47090149	-97.9598999	KDUC
medium_airport	Bisbee Douglas International Airport	31.46899986	-109.6039963	KDUG
medium_airport	DuBois Regional Airport	41.17829895	-78.8986969	KDUJ
medium_airport	Devils Lake Regional Airport	48.115454	-98.908796	KDVL
small_airport	Davenport Municipal Airport	41.610432	-90.589693	KDVN
small_airport	Marin County Airport - Gnoss Field	38.14360046	-122.5559998	KDVO
small_airport	Slayton Municipal Airport	43.986801	-95.7826	KDVP
small_airport	Phoenix Deer Valley Airport	33.68830109	-112.0830002	KDVT
small_airport	David Wayne Hooks Memorial Airport	30.0618	-95.55280304	KDWH
medium_airport	Danbury Municipal Airport	41.371656	-73.482227	KDXR
small_airport	Doylestown Airport	40.33300018	-75.12229919	KDYL
medium_airport	Dyess Air Force Base	32.420799	-99.854599	KDYS
small_airport	Oropoi Airport	3.810904	34.360943	HKOL
small_airport	Phifer Airfield	42.0555	-104.929001	KEAN
medium_airport	Kearney Regional Airport	40.727001	-99.006798	KEAR
medium_airport	Pangborn Memorial Airport	47.398899	-120.207001	KEAT
medium_airport	Chippewa Valley Regional Airport	44.86579895	-91.48429871	KEAU
small_airport	Webster City Municipal Airport	42.436848	-93.869905	KEBS
medium_airport	Elizabeth City Regional Airport & Coast Guard Air Station	36.260601	-76.174599	KECG
medium_airport	Northwest Florida Beaches International Airport	30.357106	-85.795414	KECP
small_airport	Mondell Field	43.88379	-104.314156	KECS
small_airport	Northeastern Regional Airport	36.02769852	-76.56710052	KEDE
small_airport	Enterprise Municipal Airport	31.29969978	-85.89990234	KEDN
medium_airport	Edwards Air Force Base	34.905399	-117.884003	KEDW
medium_airport	Needles Airport	34.7663002	-114.6230011	KEED
medium_airport	Dillant Hopkins Airport	42.898399	-72.270798	KEEN
medium_airport	Ellington Airport	29.6072998	-95.15879822	KEFD
small_airport	Northeast Kingdom International Airport	44.888802	-72.229202	KEFK
small_airport	Jefferson Municipal Airport	42.009866	-94.341717	KEFW
medium_airport	Eagle County Regional Airport	39.64260101	-106.9179993	KEGE
medium_airport	Duke Field	30.65040016	-86.52290344	KEGI
small_airport	Eagle River Union Airport	45.93230057	-89.26830292	KEGV
medium_airport	Murray Field	40.803398	-124.112999	KEKA
small_airport	Elkhart Municipal Airport	41.7193985	-86.00319672	KEKM
medium_airport	Elkins-Randolph County Regional Airport	38.889759	-79.857651	KEKN
medium_airport	Elko Regional Airport	40.82490158	-115.7919998	KEKO
small_airport	Addington Field / Elizabethtown Regional Airport	37.686001	-85.925003	KEKX
small_airport	Eagle Lake Airport	29.60059929	-96.32189941	KELA
medium_airport	South Arkansas Regional Airport at Goodwin Field	33.221001	-92.813301	KELD
small_airport	Elk City Regional Business Airport	35.43080139	-99.39430237	KELK
medium_airport	Elmira Corning Regional Airport	42.15990067	-76.89160156	KELM
small_airport	Bowers Field	47.03300095	-120.5309982	KELN
medium_airport	Ely Municipal Airport	47.82450104	-91.83070374	KELO
medium_airport	El Paso International Airport	31.807199	-106.377998	KELP
medium_airport	Ely Airport Yelland Field	39.29970169	-114.8420029	KELY
small_airport	Wellsville Municipal Airport - Tarantine Field	42.109501	-77.989998	KELZ
small_airport	Kemmerer Municipal Airport	41.82410049	-110.5569992	KEMM
small_airport	Emporia Municipal Airport	38.33209991	-96.19120026	KEMP
small_airport	San Gabriel Valley Airport	34.086102	-118.035004	KEMT
medium_airport	Vance Air Force Base	36.339199	-97.916496	KEND
small_airport	Centralia Municipal Airport	38.515099	-89.091103	KENL
medium_airport	Wendover Airport	40.71870041	-114.0309982	KENV
medium_airport	Kenosha Regional Airport	42.59569931	-87.92780304	KENW
small_airport	Keokuk Municipal Airport	40.4598999	-91.42849731	KEOK
small_airport	Neosho Hugh Robinson Airport	36.810799	-94.391701	KEOS
small_airport	Ephrata Municipal Airport	47.307598	-119.515999	KEPH
small_airport	Captain Jack Thomas El Dorado Airport	37.77410126	-96.81759644	KEQA
medium_airport	Erie International Tom Ridge Field	42.083127	-80.173867	KERI
small_airport	Errol Airport	44.7925	-71.1642	KERR
small_airport	Kerrville / Kerr County Airport at Louis Schreiner Field	29.9767	-99.085701	KERV
medium_airport	Delta County Airport	45.723199	-87.088623	KESC
medium_airport	Esler Army Airfield / Esler Regional Airport	31.394266	-92.294082	KESF
small_airport	Easton Airport / Newnam Field	38.804199	-76.069	KESN
small_airport	Estherville Municipal Airport	43.407398	-94.746399	KEST
small_airport	Easton State Airport	47.25419998	-121.185997	KESW
small_airport	West Bend Municipal Airport	43.422278	-88.128966	KETB
small_airport	Eastland Municipal Airport	32.41350174	-98.80979919	KETN
small_airport	Weedon Field	31.95129967	-85.12889862	KEUF
medium_airport	Mahlon Sweet Field	44.12459946	-123.211998	KEUG
small_airport	Eveleth–Virginia Municipal Airport	47.42458	-92.499204	KEVM
medium_airport	Evansville Regional Airport	38.03699875	-87.53240204	KEVV
medium_airport	Evanston-Uinta County Airport-Burns Field	41.27479935	-111.0350037	KEVW
medium_airport	New Bedford Regional Airport	41.67610168	-70.95690155	KEWB
small_airport	Newton City-County Airport	38.05820084	-97.27449799	KEWK
medium_airport	Coastal Carolina Regional Airport	35.07300186	-77.04290009	KEWN
large_airport	Newark Liberty International Airport	40.692501	-74.168701	KEWR
medium_airport	Key West International Airport	24.556101	-81.759598	KEYW
medium_airport	Felker Army Air Field	37.1325	-76.608803	KFAF
small_airport	Farmington Regional Airport	37.761101	-90.428597	KFAM
medium_airport	Hector International Airport	46.92070007	-96.81580353	KFAR
medium_airport	Fresno Yosemite International Airport	36.776199	-119.718002	KFAT
medium_airport	Fayetteville Regional Airport - Grannis Field	34.991199	-78.880302	KFAY
medium_airport	Simmons Army Air Field	35.13180161	-78.93669891	KFBG
small_airport	Faribault Municipal Airport-Liz Wall Strohfus Field	44.32844	-93.312534	KFBL
small_airport	Fort Bridger Airport	41.39189911	-110.4069977	KFBR
small_airport	Fairbury Municipal Airport	40.18299866	-97.16929626	KFBY
small_airport	Fresno Chandler Executive Airport	36.732399	-119.82	KFCH
small_airport	Richmond Executive-Chesterfield County Airport	37.406502	-77.525002	KFCI
small_airport	Flying Cloud Airport	44.82720184	-93.45709991	KFCM
medium_airport	Butts AAF (Fort Carson) Air Field	38.67839813	-104.7570038	KFCS
small_airport	Forrest City Municipal Airport	34.94200134	-90.77500153	KFCY
small_airport	Frederick Municipal Airport	39.41759872	-77.3742981	KFDK
small_airport	Frederick Regional Airport	34.35200119	-98.98390198	KFDR
medium_airport	Findlay Airport	41.01350021	-83.66870117	KFDY
small_airport	Albertus Airport	42.24620056	-89.58200073	KFEP
small_airport	Fremont Municipal Airport	41.45024	-96.522884	KFET
small_airport	First Flight Airport	36.01819992	-75.6713028	KFFA
small_airport	Fairfield Municipal Airport	41.053024	-91.980114	KFFL
small_airport	Fergus Falls Municipal Airport - Einar Mickelson Field	46.28440094	-96.15670013	KFFM
medium_airport	Wright-Patterson Air Force Base	39.826099	-84.048302	KFFO
small_airport	Capital City Airport	38.181698	-84.906764	KFFT
small_airport	Falcon Field	33.46080017	-111.7279968	KFFZ
medium_airport	Friday Harbor Airport	48.523654	-123.024645	KFHR
medium_airport	Sierra Vista Municipal Airport / Libby Army Air Field	31.587383	-110.348225	KFHU
medium_airport	Venango Regional Airport	41.37789917	-79.86039734	KFKL
small_airport	Franklin Regional Airport	36.698101	-76.903801	KFKN
small_airport	Fond du Lac County Airport	43.77119827	-88.48840332	KFLD
medium_airport	Flagstaff Pulliam International Airport	35.1385	-111.670998	KFLG
large_airport	Fort Lauderdale Hollywood International Airport	26.072599	-80.152702	KFLL
medium_airport	Florence Regional Airport	34.1853981	-79.72389984	KFLO
small_airport	Marion County Regional Airport	36.29090118	-92.59030151	KFLP
small_airport	Sherman Army Air Field	39.36830139	-94.91470337	KFLV
small_airport	Fallon Municipal Airport	39.49909973	-118.7490005	KFLX
medium_airport	Tipton Airport	39.08539963	-76.75939941	KFME
small_airport	Cape Cod Coast Guard Air Station	41.657899	-70.52163	KFMH
medium_airport	Four Corners Regional Airport	36.741199	-108.230003	KFMN
medium_airport	Page Field	26.58659935	-81.86329651	KFMY
medium_airport	Northern Colorado Regional Airport	40.44969	-105.011272	KFNL
medium_airport	Bishop International Airport	42.9654007	-83.74359894	KFNT
medium_airport	Fort Dodge Regional Airport	42.552624	-94.191237	KFOD
medium_airport	Topeka Regional Airport	38.950901	-95.663597	KFOE
small_airport	Francis S Gabreski Airport	40.84370041	-72.63179779	KFOK
small_airport	Fillmore Municipal Airport	38.95830154	-112.362999	KFOM
medium_airport	St Lucie County International Airport	27.49510002	-80.36830139	KFPR
medium_airport	Republic Airport	40.72880173	-73.41339874	KFRG
small_airport	French Lick Municipal Airport	38.50619888	-86.63690186	KFRH
medium_airport	Marshall Army Air Field	39.053021	-96.764202	KFRI
small_airport	Fairmont Municipal Airport	43.64390183	-94.41560364	KFRM
small_airport	Front Royal Warren County Airport	38.9175	-78.253502	KFRR
medium_airport	Sioux Falls Regional Airport / Joe Foss Field	43.585463	-96.741152	KFSD
medium_airport	Henry Post Army Air Field	34.649799	-98.402199	KFSI
small_airport	Fort Scott Municipal Airport	37.79840088	-94.76940155	KFSK
medium_airport	Fort Smith Regional Airport	35.336601	-94.367401	KFSM
medium_airport	Fort Stockton Pecos County Airport	30.91570091	-102.9160004	KFST
small_airport	Fort Sumner Municipal Airport	34.48339844	-104.2170029	KFSU
small_airport	Fort Madison Municipal Airport	40.659113	-91.327763	KFSW
medium_airport	Godman Army Air Field	37.90710068	-85.9720993	KFTK
medium_airport	Fort Worth Meacham International Airport	32.819801	-97.362396	KFTW
medium_airport	Fulton County Airport Brown Field	33.77909851	-84.52140045	KFTY
small_airport	Fullerton Municipal Airport	33.87200165	-117.9800034	KFUL
small_airport	Northern Aroostook Regional Airport	47.28549957	-68.31279755	KFVE
medium_airport	Fort Wayne International Airport	40.9785	-85.195099	KFWA
medium_airport	Fort Lauderdale Executive Airport	26.19729996	-80.17070007	KFXE
small_airport	Forest City Municipal Airport	43.23469925	-93.62409973	KFXY
small_airport	Fayetteville Municipal Airport	35.05970001	-86.56400299	KFYM
medium_airport	Drake Field	36.00510025	-94.17009735	KFYV
medium_airport	Jalal-Abad Airport	40.944401	72.977798	UCFD
small_airport	Gabbs Airport	38.923173	-117.9572	KGAB
small_airport	Northeast Alabama Regional Airport	33.972599	-86.088996	KGAD
small_airport	Gage Heibeck Airport	36.295502	-99.776398	KGAG
small_airport	Montgomery County Airpark	39.168301	-77.166	KGAI
small_airport	Great Bend Municipal Airport	38.344299	-98.8592	KGBD
small_airport	Galesburg Municipal Airport	40.93799973	-90.43109894	KGBG
small_airport	Walter J. Koladza Airport	42.18420029	-73.40319824	KGBR
medium_airport	Northeast Wyoming Regional Airport	44.3489	-105.539001	KGCC
small_airport	Grant County Regional Airport / Ogilvie Field	44.404202	-118.962997	KGCD
medium_airport	Garden City Regional Airport	37.92750168	-100.723999	KGCK
medium_airport	Grand Canyon National Park Airport	35.9524	-112.147003	KGCN
small_airport	Greeneville Municipal Airport	36.195648	-82.811482	KGCY
small_airport	Gardner Municipal Airport	42.54999924	-72.01609802	KGDM
medium_airport	Dawson Community Airport	47.137658	-104.80691	KGDV
small_airport	Gladwin Zettel Memorial Airport	43.97060013	-84.47499847	KGDW
small_airport	Delaware Coastal Airport	38.689201	-75.358902	KGED
medium_airport	Spokane International Airport	47.6199	-117.533997	KGEG
small_airport	South Big Horn County Airport	44.51679993	-108.0830002	KGEY
small_airport	Pope Field	39.790715	-85.735019	KGFD
medium_airport	Grand Forks International Airport	47.949299	-97.176102	KGFK
medium_airport	Floyd Bennett Memorial Airport	43.34120178	-73.61029816	KGFL
small_airport	Georgetown County Airport	33.31169891	-79.31960297	KGGE
medium_airport	East Texas Regional Airport	32.38399887	-94.71150208	KGGG
medium_airport	Glasgow Valley County Airport Wokal Field	48.212502	-106.614998	KGGW
small_airport	Centerville Municipal Airport	35.83739853	-87.44539642	KGHM
small_airport	Idaho County Airport	45.9426	-116.123001	KGIC
small_airport	Winter Haven Regional Airport - Gilbert Field	28.062901	-81.753304	KGIF
medium_airport	Grand Junction Regional Airport	39.126663	-108.529387	KGJT
small_airport	Port Meadville Airport	41.626499	-80.214699	KGKJ
small_airport	Gatlinburg-Pigeon Forge Airport	35.85779953	-83.52870178	KGKT
medium_airport	Goodland Municipal Airport	39.370701	-101.699753	KGLD
small_airport	Gainesville Municipal Airport	33.65140152	-97.1969986	KGLE
medium_airport	Mid Delta Regional Airport	33.482899	-90.985603	KGLH
small_airport	Gaylord Regional Airport	45.01350021	-84.70359802	KGLR
medium_airport	Scholes International At Galveston Airport	29.265301	-94.860397	KGLS
small_airport	Glasgow Municipal Airport	37.03179932	-85.9536972	KGLW
medium_airport	Greenville Downtown Airport	34.847903	-82.350217	KGMU
small_airport	Gooding Municipal Airport	42.91719818	-114.7649994	KGNG
